source;target;kind;labels
Inland_Waterways;Strategic_Path_Planner;Use_Case_Mapping;No_reliability_required
Inland_Waterways;Tactical_Path_Planner;Use_Case_Mapping;High_reliability_required
Inland_Waterways;Docker;Use_Case_Mapping;No_reliability_required
Inland_Waterways;Decider;Use_Case_Mapping;High_reliability_required
Inland_Waterways;Manual_Throttle;Use_Case_Mapping;High_reliability_required
Inland_Waterways;Manual_Steering;Use_Case_Mapping;High_reliability_required
Inland_Waterways;IMU;Use_Case_Mapping;High_reliability_required
Inland_Waterways;RGB_Camera;Use_Case_Mapping;High_reliability_required
Inland_Waterways;IR_Camera;Use_Case_Mapping;High_reliability_required
Inland_Waterways;Lidar;Use_Case_Mapping;High_reliability_required
Inland_Waterways;Navigation_Lightning;Use_Case_Mapping;High_reliability_required
Inland_Waterways;Sonar_System;Use_Case_Mapping;High_reliability_required
Inland_Waterways;Depth_Sensor;Use_Case_Mapping;High_reliability_required
Inland_Waterways;Speed_Log;Use_Case_Mapping;High_reliability_required
Inland_Waterways;VHF_Radio;Use_Case_Mapping;High_reliability_required
Inland_Waterways;Stern_Drive_Propeller;Use_Case_Mapping;High_reliability_required
Inland_Waterways;Bow_Thruster;Use_Case_Mapping;No_reliability_required
Inland_Waterways;Bow_Thruster_Controller;Use_Case_Mapping;No_reliability_required
Open_Water;880V_Shore_Charger;Use_Case_Mapping;High_reliability_required
Open_Water;880V_Battery;Use_Case_Mapping;High_reliability_required
Open_Water;880V_Bus_Tie;Use_Case_Mapping;High_reliability_required
Open_Water;880V_Battery_Management_System;Use_Case_Mapping;High_reliability_required
Open_Water;230V_Grid_Inverter;Use_Case_Mapping;High_reliability_required
Open_Water;880V_Motor_Inverter;Use_Case_Mapping;High_reliability_required
Open_Water;Radar;Use_Case_Mapping;High_reliability_required
Open_Water;Perceptor;Use_Case_Mapping;No_reliability_required
Open_Water;Strategic_Path_Planner;Use_Case_Mapping;High_reliability_required
Open_Water;Docker;Use_Case_Mapping;No_reliability_required
Open_Water;24V_DC_Charge_Controller;Use_Case_Mapping;High_reliability_required
Open_Water;24V_Battery;Use_Case_Mapping;High_reliability_required
Open_Water;24V_Bus_Tie;Use_Case_Mapping;High_reliability_required
Open_Water;GPS;Use_Case_Mapping;High_reliability_required
Open_Water;Weather_Station;Use_Case_Mapping;High_reliability_required
Open_Water;AIS_Transceiver;Use_Case_Mapping;High_reliability_required
Open_Water;Bow_Thruster;Use_Case_Mapping;No_reliability_required
Open_Water;Bow_Thruster_Controller;Use_Case_Mapping;No_reliability_required
Daytime_Sailing;Docker;Use_Case_Mapping;No_reliability_required
Daytime_Sailing;RGB_Camera;Use_Case_Mapping;High_reliability_required
Daytime_Sailing;Bow_Thruster;Use_Case_Mapping;No_reliability_required
Daytime_Sailing;Bow_Thruster_Controller;Use_Case_Mapping;No_reliability_required
Night_Sailing;Perceptor;Use_Case_Mapping;High_reliability_required
Night_Sailing;Communicator;Use_Case_Mapping;High_reliability_required
Night_Sailing;Docker;Use_Case_Mapping;No_reliability_required
Night_Sailing;Manual_Throttle;Use_Case_Mapping;No_reliability_required
Night_Sailing;Manual_Steering;Use_Case_Mapping;No_reliability_required
Night_Sailing;RGB_Camera;Use_Case_Mapping;No_reliability_required
Night_Sailing;Horn;Use_Case_Mapping;High_reliability_required
Night_Sailing;Navigation_Lightning;Use_Case_Mapping;High_reliability_required
Night_Sailing;Bow_Thruster;Use_Case_Mapping;No_reliability_required
Night_Sailing;Bow_Thruster_Controller;Use_Case_Mapping;No_reliability_required
Shallow_Waterways;Stern_Drive_Steering_Controller;Use_Case_Mapping;High_reliability_required
Shallow_Waterways;Stern_Drive_Steering_Motor;Use_Case_Mapping;High_reliability_required
Shallow_Waterways;Radar;Use_Case_Mapping;High_reliability_required
Shallow_Waterways;Perceptor;Use_Case_Mapping;High_reliability_required
Shallow_Waterways;Tactical_Path_Planner;Use_Case_Mapping;High_reliability_required
Shallow_Waterways;Docker;Use_Case_Mapping;No_reliability_required
Shallow_Waterways;Decider;Use_Case_Mapping;High_reliability_required
Shallow_Waterways;Manual_Throttle;Use_Case_Mapping;High_reliability_required
Shallow_Waterways;Manual_Steering;Use_Case_Mapping;High_reliability_required
Shallow_Waterways;GPS;Use_Case_Mapping;High_reliability_required
Shallow_Waterways;IMU;Use_Case_Mapping;High_reliability_required
Shallow_Waterways;Sonar_System;Use_Case_Mapping;High_reliability_required
Shallow_Waterways;Depth_Sensor;Use_Case_Mapping;High_reliability_required
Shallow_Waterways;Speed_Log;Use_Case_Mapping;High_reliability_required
Shallow_Waterways;Stern_Drive_Propeller;Use_Case_Mapping;High_reliability_required
Shallow_Waterways;Bow_Thruster;Use_Case_Mapping;No_reliability_required
Shallow_Waterways;Bow_Thruster_Controller;Use_Case_Mapping;No_reliability_required
Deep_Waterways;Docker;Use_Case_Mapping;No_reliability_required
Deep_Waterways;Bow_Thruster;Use_Case_Mapping;No_reliability_required
Deep_Waterways;Bow_Thruster_Controller;Use_Case_Mapping;No_reliability_required
Docking;Stern_Drive_Motor_Controller;Use_Case_Mapping;High_reliability_required
Docking;Stern_Drive_Motor;Use_Case_Mapping;High_reliability_required
Docking;Stern_Drive_Steering_Controller;Use_Case_Mapping;High_reliability_required
Docking;Stern_Drive_Steering_Motor;Use_Case_Mapping;High_reliability_required
Docking;Perceptor;Use_Case_Mapping;High_reliability_required
Docking;Communicator;Use_Case_Mapping;High_reliability_required
Docking;Strategic_Path_Planner;Use_Case_Mapping;No_reliability_required
Docking;Tactical_Path_Planner;Use_Case_Mapping;No_reliability_required
Docking;Docker;Use_Case_Mapping;High_reliability_required
Docking;Decider;Use_Case_Mapping;High_reliability_required
Docking;Manual_Throttle;Use_Case_Mapping;High_reliability_required
Docking;Manual_Steering;Use_Case_Mapping;High_reliability_required
Docking;IMU;Use_Case_Mapping;High_reliability_required
Docking;RGB_Camera;Use_Case_Mapping;High_reliability_required
Docking;IR_Camera;Use_Case_Mapping;High_reliability_required
Docking;Lidar;Use_Case_Mapping;High_reliability_required
Docking;Horn;Use_Case_Mapping;High_reliability_required
Docking;Navigation_Lightning;Use_Case_Mapping;High_reliability_required
Docking;Speed_Log;Use_Case_Mapping;High_reliability_required
Docking;VHF_Radio;Use_Case_Mapping;High_reliability_required
Docking;Stern_Drive_Propeller;Use_Case_Mapping;High_reliability_required
Docking;Bow_Thruster;Use_Case_Mapping;High_reliability_required
Docking;Bow_Thruster_Controller;Use_Case_Mapping;High_reliability_required
Deep_Waterways;Speed_Log;Use_Case_Mapping;Not_especially_effected
