source;target;kind;labels
Open_Water;230V_Grid_Inverter;use_case_mapping;Required_For_Use_Case
Open_Water;880V_Motor_Inverter;use_case_mapping;Required_For_Use_Case
Open_Water;Stern_Drive_Motor_Controller;use_case_mapping;
Open_Water;Stern_Drive_Motor;use_case_mapping;
Open_Water;Stern_Drive_Steering_Controller;use_case_mapping;
Open_Water;Stern_Drive_Steering_Motor;use_case_mapping;
Open_Water;230V_Consumers;use_case_mapping;
Open_Water;24V_DC_Converter;use_case_mapping;
Open_Water;Radar;use_case_mapping;Required_For_Use_Case
Open_Water;Perceptor;use_case_mapping;Unusable_For_Use_Case
Open_Water;Communicator;use_case_mapping;
Open_Water;Strategic_Path_Planner;use_case_mapping;Required_For_Use_Case
Open_Water;Tactical_Path_Planner;use_case_mapping;
Open_Water;Docker;use_case_mapping;Unusable_For_Use_Case
Open_Water;Decider;use_case_mapping;
Open_Water;Peplink_Router;use_case_mapping;
Open_Water;Ethernet_Switch;use_case_mapping;
Open_Water;24V_DC_Charge_Controller;use_case_mapping;Required_For_Use_Case
Open_Water;24V_Battery;use_case_mapping;Required_For_Use_Case
Open_Water;24V_Bus_Tie;use_case_mapping;Required_For_Use_Case
Open_Water;Manual_Throttle;use_case_mapping;
Open_Water;Manual_Steering;use_case_mapping;
Open_Water;GPS;use_case_mapping;Required_For_Use_Case
Open_Water;IMU;use_case_mapping;
Open_Water;Weather_Station;use_case_mapping;Required_For_Use_Case
Open_Water;RGB_Camera;use_case_mapping;
Open_Water;IR_Camera;use_case_mapping;
Open_Water;Lidar;use_case_mapping;
Open_Water;24V_Consumers;use_case_mapping;
Open_Water;Horn;use_case_mapping;
Open_Water;Navigation_Lightning;use_case_mapping;
Open_Water;Sonar_System;use_case_mapping;
Open_Water;Depth_Sensor;use_case_mapping;
Open_Water;Speed_Log;use_case_mapping;
Open_Water;Ethernet_Gateway;use_case_mapping;
Open_Water;AIS_Transceiver;use_case_mapping;Required_For_Use_Case
Open_Water;VHF_Radio;use_case_mapping;
Open_Water;Stern_drive_propeller;use_case_mapping;
Open_Water;Vessel_Hull;use_case_mapping;
Open_Water;Bow_Thruster;use_case_mapping;Unusable_For_Use_Case
Open_Water;Bow_Thruster_Controller;use_case_mapping;Unusable_For_Use_Case
Daytime_Sailing;880V_Shore_Charger;use_case_mapping;
Daytime_Sailing;880V_Battery;use_case_mapping;
Daytime_Sailing;880V_Bus_Tie;use_case_mapping;
Daytime_Sailing;880V_Battery_Management_System;use_case_mapping;
Daytime_Sailing;230V_Grid_Inverter;use_case_mapping;
Daytime_Sailing;880V_Motor_Inverter;use_case_mapping;
Daytime_Sailing;Stern_Drive_Motor_Controller;use_case_mapping;
Daytime_Sailing;Stern_Drive_Motor;use_case_mapping;
Daytime_Sailing;Stern_Drive_Steering_Controller;use_case_mapping;
Daytime_Sailing;Stern_Drive_Steering_Motor;use_case_mapping;
Daytime_Sailing;230V_Consumers;use_case_mapping;
Daytime_Sailing;24V_DC_Converter;use_case_mapping;
Daytime_Sailing;Radar;use_case_mapping;
Daytime_Sailing;Perceptor;use_case_mapping;
Daytime_Sailing;Communicator;use_case_mapping;
Daytime_Sailing;Strategic_Path_Planner;use_case_mapping;
Daytime_Sailing;Tactical_Path_Planner;use_case_mapping;
Daytime_Sailing;Docker;use_case_mapping;Unusable_For_Use_Case
Daytime_Sailing;Decider;use_case_mapping;
Daytime_Sailing;Peplink_Router;use_case_mapping;
Daytime_Sailing;Ethernet_Switch;use_case_mapping;
Daytime_Sailing;24V_DC_Charge_Controller;use_case_mapping;
Daytime_Sailing;24V_Battery;use_case_mapping;
Daytime_Sailing;24V_Bus_Tie;use_case_mapping;
Daytime_Sailing;Manual_Throttle;use_case_mapping;
Daytime_Sailing;Manual_Steering;use_case_mapping;
Daytime_Sailing;GPS;use_case_mapping;
Daytime_Sailing;IMU;use_case_mapping;
Daytime_Sailing;Weather_Station;use_case_mapping;
Daytime_Sailing;RGB_Camera;use_case_mapping;Required_For_Use_Case
Daytime_Sailing;IR_Camera;use_case_mapping;
Daytime_Sailing;Lidar;use_case_mapping;
Daytime_Sailing;24V_Consumers;use_case_mapping;
Daytime_Sailing;Horn;use_case_mapping;
Daytime_Sailing;Navigation_Lightning;use_case_mapping;
Daytime_Sailing;Sonar_System;use_case_mapping;
Daytime_Sailing;Depth_Sensor;use_case_mapping;
Daytime_Sailing;Speed_Log;use_case_mapping;
Daytime_Sailing;Ethernet_Gateway;use_case_mapping;
Daytime_Sailing;AIS_Transceiver;use_case_mapping;
Daytime_Sailing;VHF_Radio;use_case_mapping;
Daytime_Sailing;Stern_drive_propeller;use_case_mapping;
Daytime_Sailing;Vessel_Hull;use_case_mapping;
Daytime_Sailing;Bow_Thruster;use_case_mapping;Unusable_For_Use_Case
Daytime_Sailing;Bow_Thruster_Controller;use_case_mapping;Unusable_For_Use_Case
Night_Sailing;880V_Shore_Charger;use_case_mapping;
Night_Sailing;880V_Battery;use_case_mapping;
Night_Sailing;880V_Bus_Tie;use_case_mapping;
Night_Sailing;880V_Battery_Management_System;use_case_mapping;
Night_Sailing;230V_Grid_Inverter;use_case_mapping;
Night_Sailing;880V_Motor_Inverter;use_case_mapping;
Night_Sailing;Stern_Drive_Motor_Controller;use_case_mapping;
Night_Sailing;Stern_Drive_Motor;use_case_mapping;
Night_Sailing;Stern_Drive_Steering_Controller;use_case_mapping;
Night_Sailing;Stern_Drive_Steering_Motor;use_case_mapping;
Night_Sailing;230V_Consumers;use_case_mapping;
Night_Sailing;24V_DC_Converter;use_case_mapping;
Night_Sailing;Radar;use_case_mapping;
Night_Sailing;Perceptor;use_case_mapping;Required_For_Use_Case
Night_Sailing;Communicator;use_case_mapping;Required_For_Use_Case
Night_Sailing;Strategic_Path_Planner;use_case_mapping;
Night_Sailing;Tactical_Path_Planner;use_case_mapping;
Night_Sailing;Docker;use_case_mapping;Unusable_For_Use_Case
Night_Sailing;Decider;use_case_mapping;
Night_Sailing;Peplink_Router;use_case_mapping;
Night_Sailing;Ethernet_Switch;use_case_mapping;
Night_Sailing;24V_DC_Charge_Controller;use_case_mapping;
Night_Sailing;24V_Battery;use_case_mapping;
Night_Sailing;24V_Bus_Tie;use_case_mapping;
Night_Sailing;Manual_Throttle;use_case_mapping;Unusable_For_Use_Case
Night_Sailing;Manual_Steering;use_case_mapping;Unusable_For_Use_Case
Night_Sailing;GPS;use_case_mapping;
Night_Sailing;IMU;use_case_mapping;
Night_Sailing;Weather_Station;use_case_mapping;
Night_Sailing;RGB_Camera;use_case_mapping;Unusable_For_Use_Case
Night_Sailing;IR_Camera;use_case_mapping;
Night_Sailing;Lidar;use_case_mapping;
Night_Sailing;24V_Consumers;use_case_mapping;
Night_Sailing;Horn;use_case_mapping;Required_For_Use_Case
Night_Sailing;Navigation_Lightning;use_case_mapping;Required_For_Use_Case
Night_Sailing;Sonar_System;use_case_mapping;
Night_Sailing;Depth_Sensor;use_case_mapping;
Night_Sailing;Speed_Log;use_case_mapping;
Night_Sailing;Ethernet_Gateway;use_case_mapping;
Night_Sailing;AIS_Transceiver;use_case_mapping;
Night_Sailing;VHF_Radio;use_case_mapping;
Night_Sailing;Stern_drive_propeller;use_case_mapping;
Night_Sailing;Vessel_Hull;use_case_mapping;
Night_Sailing;Bow_Thruster;use_case_mapping;Unusable_For_Use_Case
Night_Sailing;Bow_Thruster_Controller;use_case_mapping;Unusable_For_Use_Case
Shallow_Waterways;880V_Shore_Charger;use_case_mapping;
Shallow_Waterways;880V_Battery;use_case_mapping;
Shallow_Waterways;880V_Bus_Tie;use_case_mapping;
Shallow_Waterways;880V_Battery_Management_System;use_case_mapping;
Shallow_Waterways;230V_Grid_Inverter;use_case_mapping;
Shallow_Waterways;880V_Motor_Inverter;use_case_mapping;
Shallow_Waterways;Stern_Drive_Motor_Controller;use_case_mapping;
Shallow_Waterways;Stern_Drive_Motor;use_case_mapping;
Shallow_Waterways;Stern_Drive_Steering_Controller;use_case_mapping;Required_For_Use_Case
Shallow_Waterways;Stern_Drive_Steering_Motor;use_case_mapping;Required_For_Use_Case
Shallow_Waterways;230V_Consumers;use_case_mapping;
Shallow_Waterways;24V_DC_Converter;use_case_mapping;
Shallow_Waterways;Radar;use_case_mapping;Required_For_Use_Case
Shallow_Waterways;Perceptor;use_case_mapping;Required_For_Use_Case
Shallow_Waterways;Communicator;use_case_mapping;
Shallow_Waterways;Strategic_Path_Planner;use_case_mapping;
Shallow_Waterways;Tactical_Path_Planner;use_case_mapping;Required_For_Use_Case
Shallow_Waterways;Docker;use_case_mapping;Unusable_For_Use_Case
Shallow_Waterways;Decider;use_case_mapping;Required_For_Use_Case
Shallow_Waterways;Peplink_Router;use_case_mapping;
Shallow_Waterways;Ethernet_Switch;use_case_mapping;
Shallow_Waterways;24V_DC_Charge_Controller;use_case_mapping;
Shallow_Waterways;24V_Battery;use_case_mapping;
Shallow_Waterways;24V_Bus_Tie;use_case_mapping;
Shallow_Waterways;Manual_Throttle;use_case_mapping;Required_For_Use_Case
Shallow_Waterways;Manual_Steering;use_case_mapping;Required_For_Use_Case
Shallow_Waterways;GPS;use_case_mapping;Required_For_Use_Case
Shallow_Waterways;IMU;use_case_mapping;Required_For_Use_Case
Shallow_Waterways;Weather_Station;use_case_mapping;
Shallow_Waterways;RGB_Camera;use_case_mapping;
Shallow_Waterways;IR_Camera;use_case_mapping;
Shallow_Waterways;Lidar;use_case_mapping;
Shallow_Waterways;24V_Consumers;use_case_mapping;
Shallow_Waterways;Horn;use_case_mapping;
Shallow_Waterways;Navigation_Lightning;use_case_mapping;
Shallow_Waterways;Sonar_System;use_case_mapping;Required_For_Use_Case
Shallow_Waterways;Depth_Sensor;use_case_mapping;Required_For_Use_Case
Shallow_Waterways;Speed_Log;use_case_mapping;Required_For_Use_Case
Shallow_Waterways;Ethernet_Gateway;use_case_mapping;
Shallow_Waterways;AIS_Transceiver;use_case_mapping;
Shallow_Waterways;VHF_Radio;use_case_mapping;
Shallow_Waterways;Stern_drive_propeller;use_case_mapping;Required_For_Use_Case
Shallow_Waterways;Vessel_Hull;use_case_mapping;
Shallow_Waterways;Bow_Thruster;use_case_mapping;Unusable_For_Use_Case
Shallow_Waterways;Bow_Thruster_Controller;use_case_mapping;Unusable_For_Use_Case
Deep_Waterways;880V_Shore_Charger;use_case_mapping;
Deep_Waterways;880V_Battery;use_case_mapping;
Deep_Waterways;880V_Bus_Tie;use_case_mapping;
Deep_Waterways;880V_Battery_Management_System;use_case_mapping;
Deep_Waterways;230V_Grid_Inverter;use_case_mapping;
Deep_Waterways;880V_Motor_Inverter;use_case_mapping;
Deep_Waterways;Stern_Drive_Motor_Controller;use_case_mapping;
Deep_Waterways;Stern_Drive_Motor;use_case_mapping;
Deep_Waterways;Stern_Drive_Steering_Controller;use_case_mapping;
Deep_Waterways;Stern_Drive_Steering_Motor;use_case_mapping;
Deep_Waterways;230V_Consumers;use_case_mapping;
Deep_Waterways;24V_DC_Converter;use_case_mapping;
Deep_Waterways;Radar;use_case_mapping;
Deep_Waterways;Perceptor;use_case_mapping;
Deep_Waterways;Communicator;use_case_mapping;
Deep_Waterways;Strategic_Path_Planner;use_case_mapping;
Deep_Waterways;Tactical_Path_Planner;use_case_mapping;
Deep_Waterways;Docker;use_case_mapping;Unusable_For_Use_Case
Deep_Waterways;Decider;use_case_mapping;
Deep_Waterways;Peplink_Router;use_case_mapping;
Deep_Waterways;Ethernet_Switch;use_case_mapping;
Deep_Waterways;24V_DC_Charge_Controller;use_case_mapping;
Deep_Waterways;24V_Battery;use_case_mapping;
Deep_Waterways;24V_Bus_Tie;use_case_mapping;
Deep_Waterways;Manual_Throttle;use_case_mapping;
Deep_Waterways;Manual_Steering;use_case_mapping;
Deep_Waterways;GPS;use_case_mapping;
Deep_Waterways;IMU;use_case_mapping;
Deep_Waterways;Weather_Station;use_case_mapping;
Deep_Waterways;RGB_Camera;use_case_mapping;
Deep_Waterways;IR_Camera;use_case_mapping;
Deep_Waterways;Lidar;use_case_mapping;
Deep_Waterways;24V_Consumers;use_case_mapping;
Deep_Waterways;Horn;use_case_mapping;
Deep_Waterways;Navigation_Lightning;use_case_mapping;
Deep_Waterways;Sonar_System;use_case_mapping;
Deep_Waterways;Depth_Sensor;use_case_mapping;
Deep_Waterways;Speed_Log;use_case_mapping;
Deep_Waterways;Ethernet_Gateway;use_case_mapping;
Deep_Waterways;AIS_Transceiver;use_case_mapping;
Deep_Waterways;VHF_Radio;use_case_mapping;
Deep_Waterways;Stern_drive_propeller;use_case_mapping;
Deep_Waterways;Vessel_Hull;use_case_mapping;
Deep_Waterways;Bow_Thruster;use_case_mapping;Unusable_For_Use_Case
Deep_Waterways;Bow_Thruster_Controller;use_case_mapping;Unusable_For_Use_Case
Docking;880V_Shore_Charger;use_case_mapping;
Docking;880V_Battery;use_case_mapping;
Docking;880V_Bus_Tie;use_case_mapping;
Docking;880V_Battery_Management_System;use_case_mapping;
Docking;230V_Grid_Inverter;use_case_mapping;
Docking;880V_Motor_Inverter;use_case_mapping;
Docking;Stern_Drive_Motor_Controller;use_case_mapping;Required_For_Use_Case
Docking;Stern_Drive_Motor;use_case_mapping;Required_For_Use_Case
Docking;Stern_Drive_Steering_Controller;use_case_mapping;Required_For_Use_Case
Docking;Stern_Drive_Steering_Motor;use_case_mapping;Required_For_Use_Case
Docking;230V_Consumers;use_case_mapping;
Docking;24V_DC_Converter;use_case_mapping;
Docking;Radar;use_case_mapping;
Docking;Perceptor;use_case_mapping;Required_For_Use_Case
Docking;Communicator;use_case_mapping;Required_For_Use_Case
Docking;Strategic_Path_Planner;use_case_mapping;Unusable_For_Use_Case
Docking;Tactical_Path_Planner;use_case_mapping;Unusable_For_Use_Case
Docking;Docker;use_case_mapping;Required_For_Use_Case
Docking;Decider;use_case_mapping;Required_For_Use_Case
Docking;Peplink_Router;use_case_mapping;
Docking;Ethernet_Switch;use_case_mapping;
Docking;24V_DC_Charge_Controller;use_case_mapping;
Docking;24V_Battery;use_case_mapping;
Docking;24V_Bus_Tie;use_case_mapping;
Docking;Manual_Throttle;use_case_mapping;Required_For_Use_Case
Docking;Manual_Steering;use_case_mapping;Required_For_Use_Case
Docking;GPS;use_case_mapping;
Docking;IMU;use_case_mapping;Required_For_Use_Case
Docking;Weather_Station;use_case_mapping;
Docking;RGB_Camera;use_case_mapping;Required_For_Use_Case
Docking;IR_Camera;use_case_mapping;Required_For_Use_Case
Docking;Lidar;use_case_mapping;Required_For_Use_Case
Docking;24V_Consumers;use_case_mapping;
Docking;Horn;use_case_mapping;Required_For_Use_Case
Docking;Navigation_Lightning;use_case_mapping;Required_For_Use_Case
Docking;Sonar_System;use_case_mapping;
Docking;Depth_Sensor;use_case_mapping;
Docking;Speed_Log;use_case_mapping;Required_For_Use_Case
Docking;Ethernet_Gateway;use_case_mapping;
Docking;AIS_Transceiver;use_case_mapping;
Docking;VHF_Radio;use_case_mapping;Required_For_Use_Case
Docking;Stern_drive_propeller;use_case_mapping;Required_For_Use_Case
Docking;Vessel_Hull;use_case_mapping;
Docking;Bow_Thruster;use_case_mapping;Required_For_Use_Case
Docking;Bow_Thruster_Controller;use_case_mapping;Required_For_Use_Case
